date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:53:38	8245/8245	---M--	200	added ('OK')	image/png	etag:%222035-5ceaba4b9f9fe%22	https://themesflat.com/html/kababi/assets/icon/iconlettece.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/icon/iconlettece.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:38	7636/7636	---M--	200	added ('OK')	image/png	etag:%221dd4-5ceaba4aaa3e7%22	https://themesflat.com/html/kababi/assets/icon/icondelivery.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/icon/icondelivery.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:39	7481/7481	---M--	200	added ('OK')	image/png	etag:%221d39-5ceaba4bbcec8%22	https://themesflat.com/html/kababi/assets/icon/iconmoney.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/icon/iconmoney.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:39	7681/7681	---M--	200	added ('OK')	image/png	etag:%221e01-5ceaba4cad6bd%22	https://themesflat.com/html/kababi/assets/icon/iconparty.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/icon/iconparty.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:40	68191/68191	---M--	200	added ('OK')	image/jpeg	etag:%2210a5f-5ceaba7d9e7ce%22	https://themesflat.com/html/kababi/assets/img/blog/img4blohhome01.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/blog/img4blohhome01.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:40	6840/6840	---M--	200	added ('OK')	image/jpeg	etag:%221ab8-5ceaba73b1840%22	https://themesflat.com/html/kababi/assets/img/blog/admin.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/blog/admin.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:41	56260/56260	---M--	200	added ('OK')	image/jpeg	etag:%22dbc4-5ceaba7fc5cd1%22	https://themesflat.com/html/kababi/assets/img/blog/img5blohhome01.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/blog/img5blohhome01.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:41	384490/384490	---M--	200	added ('OK')	image/jpeg	etag:%225ddea-5ceabafebc205%22	https://themesflat.com/html/kababi/assets/img/slider/imgfood1sliderhome2.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/slider/imgfood1sliderhome2.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:42	77725/77725	---M--	200	added ('OK')	image/jpeg	etag:%2212f9d-5ceaba814139c%22	https://themesflat.com/html/kababi/assets/img/blog/img6blohhome01.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/blog/img6blohhome01.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:44	167329/167329	---M--	200	added ('OK')	image/jpeg	etag:%2228da1-5ceabac1aa13f%22	https://themesflat.com/html/kababi/assets/img/gallery/imggallery10.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/imggallery10.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:45	190017/190017	---M--	200	added ('OK')	image/jpeg	etag:%222e641-5ceabac21ec94%22	https://themesflat.com/html/kababi/assets/img/gallery/imggallery11.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/imggallery11.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:48	221461/221461	---M--	200	added ('OK')	image/jpeg	etag:%2236115-5ceabac3c3f65%22	https://themesflat.com/html/kababi/assets/img/gallery/imggallery12.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/imggallery12.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:50	204338/204338	---M--	200	added ('OK')	image/jpeg	etag:%2231e32-5ceabac407983%22	https://themesflat.com/html/kababi/assets/img/gallery/imggallery13.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/imggallery13.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:50	156397/156397	---M--	200	added ('OK')	image/jpeg	etag:%22262ed-5ceabac5eef01%22	https://themesflat.com/html/kababi/assets/img/gallery/imggallery14.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/imggallery14.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:50	7715/7715	---M--	200	added ('OK')	image/png	etag:%221e23-5ceaba9ae1cd8%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand7.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand7.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:51	219625/219625	---M--	200	added ('OK')	image/jpeg	etag:%22359e9-5ceaba8984a09%22	https://themesflat.com/html/kababi/assets/img/blog/img7blohhome01.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/blog/img7blohhome01.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:51	5290/5290	---M--	200	added ('OK')	image/png	etag:%2214aa-5ceaba9b5c5f0%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand8.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand8.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:52	5509/5509	---M--	200	added ('OK')	image/png	etag:%221585-5ceaba9bed66f%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand9.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand9.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:52	5418/5418	---M--	200	added ('OK')	image/png	etag:%22152a-5ceaba91e68c7%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand10.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand10.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:53	5204/5204	---M--	200	added ('OK')	image/png	etag:%221454-5ceaba931dda4%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand11.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand11.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:54	4064/4064	---M--	200	added ('OK')	image/png	etag:%22fe0-5ceaba940ca42%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand12.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand12.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:55	9251/9251	---M--	200	added ('OK')	image/png	etag:%222423-5ceabaa8fe64a%22	https://themesflat.com/html/kababi/assets/img/footer/iconbg1.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/footer/iconbg1.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:55	6021/6021	---M--	200	added ('OK')	image/png	etag:%221785-5ceabaa90152b%22	https://themesflat.com/html/kababi/assets/img/footer/iconbg2.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/footer/iconbg2.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:56	9132/9132	---M--	200	added ('OK')	image/png	etag:%2223ac-5ceabaaa06547%22	https://themesflat.com/html/kababi/assets/img/footer/iconbg3.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/footer/iconbg3.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:56	8316/8316	---M--	200	added ('OK')	image/png	etag:%22207c-5ceabaaa0fda2%22	https://themesflat.com/html/kababi/assets/img/footer/iconbg4.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/footer/iconbg4.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:57	16026/16026	---M--	200	added ('OK')	image/png	etag:%223e9a-5ceabaab600f7%22	https://themesflat.com/html/kababi/assets/img/footer/iconuphome2@2x.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/footer/iconuphome2@2x.png	(from https://themesflat.com/html/kababi/home2.html)
14:54:00	371284/371284	---M--	200	added ('OK')	image/jpeg	etag:%225aa54-5ceabab093b56%22	https://themesflat.com/html/kababi/assets/img/gallery/img1categorybox.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/img1categorybox.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:02	298688/298688	---M--	200	added ('OK')	image/jpeg	etag:%2248ec0-5ceabab218a7c%22	https://themesflat.com/html/kababi/assets/img/gallery/img2categorybox.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/img2categorybox.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:03	447749/447749	---M--	200	added ('OK')	image/jpeg	etag:%226d505-5ceabab4981c3%22	https://themesflat.com/html/kababi/assets/img/gallery/img3categorybox.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/img3categorybox.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:04	464762/464762	---M--	200	added ('OK')	image/jpeg	etag:%227177a-5ceabab5e2b3e%22	https://themesflat.com/html/kababi/assets/img/gallery/img4categorybox.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/img4categorybox.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:05	332586/332586	---M--	200	added ('OK')	image/jpeg	etag:%225132a-5ceabab8032df%22	https://themesflat.com/html/kababi/assets/img/gallery/img5categorybox.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/img5categorybox.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:06	308212/308212	---M--	200	added ('OK')	image/jpeg	etag:%224b3f4-5ceabab968dfa%22	https://themesflat.com/html/kababi/assets/img/gallery/img6categorybox.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/img6categorybox.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:07	364829/364829	---M--	200	added ('OK')	image/jpeg	etag:%225911d-5ceababbcc018%22	https://themesflat.com/html/kababi/assets/img/gallery/img7categorybox.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/img7categorybox.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:07	370980/370980	---M--	200	added ('OK')	image/jpeg	etag:%225a924-5ceababe04690%22	https://themesflat.com/html/kababi/assets/img/gallery/img8categorybox.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/img8categorybox.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:08	45401/45401	---M--	200	added ('OK')	image/jpeg	etag:%22b159-5ceaba618aa9f%22	https://themesflat.com/html/kababi/assets/img/about-us/imgabouthome3.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/about-us/imgabouthome3.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:08	5038/5038	---M--	200	added ('OK')	image/png	etag:%2213ae-5ceaba6823c32%22	https://themesflat.com/html/kababi/assets/img/about-us/signaturehome3.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/about-us/signaturehome3.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:09	24812/24812	---M--	200	added ('OK')	image/png	etag:%2260ec-5ceabad78c53d%22	https://themesflat.com/html/kababi/assets/img/our-menu/03_Home_03.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/our-menu/03_Home_03.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:09	23183/23183	---M--	200	added ('OK')	image/png	etag:%225a8f-5ceabad8dc892%22	https://themesflat.com/html/kababi/assets/img/our-menu/img2ourmenu3.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/our-menu/img2ourmenu3.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:10	25419/25419	---M--	200	added ('OK')	image/png	etag:%22634b-5ceabada3c203%22	https://themesflat.com/html/kababi/assets/img/our-menu/img3ourmenu3.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/our-menu/img3ourmenu3.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:11	25633/25633	---M--	200	added ('OK')	image/png	etag:%226421-5ceabadb92aea%22	https://themesflat.com/html/kababi/assets/img/our-menu/img4ourmenu3.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/our-menu/img4ourmenu3.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:11	25635/25635	---M--	200	added ('OK')	image/png	etag:%226423-5ceabadce4d80%22	https://themesflat.com/html/kababi/assets/img/our-menu/img5ourmenu3.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/our-menu/img5ourmenu3.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:12	26603/26603	---M--	200	added ('OK')	image/png	etag:%2267eb-5ceabadceaf2a%22	https://themesflat.com/html/kababi/assets/img/our-menu/img6ourmenu3.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/our-menu/img6ourmenu3.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:13	72787/72787	---M--	200	added ('OK')	image/jpeg	etag:%2211c53-5ceabb0fb08ea%22	https://themesflat.com/html/kababi/assets/img/team/img5team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img5team.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:13	81411/81411	---M--	200	added ('OK')	image/jpeg	etag:%2213e03-5ceabb1116406%22	https://themesflat.com/html/kababi/assets/img/team/img6team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img6team.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:14	72659/72659	---M--	200	added ('OK')	image/jpeg	etag:%2211bd3-5ceabb113b5d2%22	https://themesflat.com/html/kababi/assets/img/team/img7team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img7team.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:14	56213/56213	---M--	200	added ('OK')	image/jpeg	etag:%22db95-5ceabb12c531a%22	https://themesflat.com/html/kababi/assets/img/team/img8team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img8team.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:15	70676/70676	---M--	200	added ('OK')	image/jpeg	etag:%2211414-5ceabb12cc07c%22	https://themesflat.com/html/kababi/assets/img/team/img9team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img9team.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:15	7795/7795	---M--	200	added ('OK')	image/png	etag:%221e73-5ceaba942cdec%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand13.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand13.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:16	5451/5451	---M--	200	added ('OK')	image/png	etag:%22154b-5ceaba951493f%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand14.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand14.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:17	5532/5532	---M--	200	added ('OK')	image/png	etag:%22159c-5ceaba953645a%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand15.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand15.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:17	5474/5474	---M--	200	added ('OK')	image/png	etag:%221562-5ceaba96225fe%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand16.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand16.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:18	5243/5243	---M--	200	added ('OK')	image/png	etag:%22147b-5ceaba9644119%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand17.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand17.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:19	4117/4117	---M--	200	added ('OK')	image/png	etag:%221015-5ceaba972accc%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand18.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand18.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:19	67023/67023	---M--	200	added ('OK')	image/jpeg	etag:%22105cf-5ceabac5a2458%22	https://themesflat.com/html/kababi/assets/img/gallery/imggallery7.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/imggallery7.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:25	400469/400469	---M--	200	added ('OK')	image/jpeg	etag:%2261c55-5ceabac7fe143%22	https://themesflat.com/html/kababi/assets/img/gallery/imggallery8.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/imggallery8.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:25	345883/345883	---M--	200	added ('OK')	image/jpeg	etag:%225471b-5ceabac82f27b%22	https://themesflat.com/html/kababi/assets/img/gallery/imggallery9.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/imggallery9.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:26	42420/42420	---M--	200	added ('OK')	image/png	etag:%22a5b4-5ceabb183db1f%22	https://themesflat.com/html/kababi/assets/img/Testimonial/img1testihome3.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/Testimonial/img1testihome3.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:27	39007/39007	---M--	200	added ('OK')	image/png	etag:%22985f-5ceabb188a1e0%22	https://themesflat.com/html/kababi/assets/img/Testimonial/img2testihome3.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/Testimonial/img2testihome3.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:28	71710/71710	---M--	200	added ('OK')	image/jpeg	etag:%221181e-5ceaba82d06d5%22	https://themesflat.com/html/kababi/assets/img/blog/img8blohhome01.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/blog/img8blohhome01.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:28	25909/25909	---M--	200	added ('OK')	image/png	etag:%226535-5ceaba73ddb56%22	https://themesflat.com/html/kababi/assets/img/blog/authorpost3.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/blog/authorpost3.png	(from https://themesflat.com/html/kababi/home3.html)
14:54:28	59676/59676	---M--	200	added ('OK')	image/jpeg	etag:%22e91c-5ceaba8797ab1%22	https://themesflat.com/html/kababi/assets/img/blog/img9blohhome01.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/blog/img9blohhome01.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:29	56975/56975	---M--	200	added ('OK')	image/jpeg	etag:%22de8f-5ceaba75616f3%22	https://themesflat.com/html/kababi/assets/img/blog/img10blohhome01.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/blog/img10blohhome01.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:30	1031/1031	---MCZ	200	added ('OK')	application/javascript	etag:W/%22407-5ceaba535df58%22	https://themesflat.com/html/kababi/assets/js/parallax.js	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/js/parallax.js	(from https://themesflat.com/html/kababi/home3.html)
14:54:31	66309/66309	---M--	200	added ('OK')	image/jpeg	etag:%2210305-5ceaba76e6a01%22	https://themesflat.com/html/kababi/assets/img/blog/img11blohhome01.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/blog/img11blohhome01.jpg	(from https://themesflat.com/html/kababi/home3.html)
14:54:31	225690/225690	---M--	200	added ('OK')	image/jpeg	etag:%223719a-5ceaba5ff03b2%22	https://themesflat.com/html/kababi/assets/img/about-us/img1about.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/about-us/img1about.jpg	(from https://themesflat.com/html/kababi/about.html)
14:54:31	97388/97388	---M--	200	added ('OK')	image/jpeg	etag:%2217c6c-5ceabb05c5c84%22	https://themesflat.com/html/kababi/assets/img/team/img10team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img10team.jpg	(from https://themesflat.com/html/kababi/our-chefs.html)
14:54:33	114440/114440	---M--	200	added ('OK')	image/jpeg	etag:%221bf08-5ceabb05f98b5%22	https://themesflat.com/html/kababi/assets/img/team/img11team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img11team.jpg	(from https://themesflat.com/html/kababi/our-chefs.html)
14:54:33	108556/108556	---M--	200	added ('OK')	image/jpeg	etag:%221a80c-5ceabb07a261f%22	https://themesflat.com/html/kababi/assets/img/team/img12team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img12team.jpg	(from https://themesflat.com/html/kababi/our-chefs.html)
14:54:34	91705/91705	---M--	200	added ('OK')	image/jpeg	etag:%2216639-5ceabb078e1e0%22	https://themesflat.com/html/kababi/assets/img/team/img13team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img13team.jpg	(from https://themesflat.com/html/kababi/our-chefs.html)
14:54:36	72146/72146	---M--	200	added ('OK')	image/jpeg	etag:%22119d2-5ceabb091e0d1%22	https://themesflat.com/html/kababi/assets/img/team/img14team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img14team.jpg	(from https://themesflat.com/html/kababi/our-chefs.html)
14:54:38	66346/66346	---M--	200	added ('OK')	image/jpeg	etag:%221032a-5ceabb09357d9%22	https://themesflat.com/html/kababi/assets/img/team/img15team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img15team.jpg	(from https://themesflat.com/html/kababi/our-chefs.html)
14:54:40	99667/99667	---M--	200	added ('OK')	image/jpeg	etag:%2218553-5ceabb0ad6458%22	https://themesflat.com/html/kababi/assets/img/team/img16team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img16team.jpg	(from https://themesflat.com/html/kababi/our-chefs.html)
14:54:41	70864/70864	---M--	200	added ('OK')	image/jpeg	etag:%22114d0-5ceabb0ad73f8%22	https://themesflat.com/html/kababi/assets/img/team/img17team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img17team.jpg	(from https://themesflat.com/html/kababi/our-chefs.html)
14:54:42	85642/85642	---M--	200	added ('OK')	image/jpeg	etag:%2214e8a-5ceabb0c6a5b3%22	https://themesflat.com/html/kababi/assets/img/team/img18team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img18team.jpg	(from https://themesflat.com/html/kababi/our-chefs.html)
14:54:43	41237/41237	---M--	200	added ('OK')	image/png	etag:%22a115-5ceaba9fa561b%22	https://themesflat.com/html/kababi/assets/img/flat-tab/img1ourmenu.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/flat-tab/img1ourmenu.png	(from https://themesflat.com/html/kababi/our-menu.html)
14:54:44	41320/41320	---M--	200	added ('OK')	image/png	etag:%22a168-5ceabaa0faf61%22	https://themesflat.com/html/kababi/assets/img/flat-tab/img2ourmenu.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/flat-tab/img2ourmenu.png	(from https://themesflat.com/html/kababi/our-menu.html)
14:54:46	42870/42870	---M--	200	added ('OK')	image/png	etag:%22a776-5ceabaa253f59%22	https://themesflat.com/html/kababi/assets/img/flat-tab/img3ourmenu.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/flat-tab/img3ourmenu.png	(from https://themesflat.com/html/kababi/our-menu.html)
14:54:50	41428/41428	---M--	200	added ('OK')	image/png	etag:%22a1d4-5ceabaa3911f8%22	https://themesflat.com/html/kababi/assets/img/flat-tab/img4ourmenu.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/flat-tab/img4ourmenu.png	(from https://themesflat.com/html/kababi/our-menu.html)
14:54:51	40999/40999	---M--	200	added ('OK')	image/png	etag:%22a027-5ceabaa3a7577%22	https://themesflat.com/html/kababi/assets/img/flat-tab/img5ourmenu.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/flat-tab/img5ourmenu.png	(from https://themesflat.com/html/kababi/our-menu.html)
14:54:51	44061/44061	---M--	200	added ('OK')	image/png	etag:%22ac1d-5ceabaa4eb960%22	https://themesflat.com/html/kababi/assets/img/flat-tab/img6ourmenu.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/flat-tab/img6ourmenu.png	(from https://themesflat.com/html/kababi/our-menu.html)
14:54:52	42561/42561	---M--	200	added ('OK')	image/png	etag:%22a641-5ceabaa5072d1%22	https://themesflat.com/html/kababi/assets/img/flat-tab/img7ourmenu.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/flat-tab/img7ourmenu.png	(from https://themesflat.com/html/kababi/our-menu2.html)
14:54:54	43838/43838	---M--	200	added ('OK')	image/png	etag:%22ab3e-5ceabaa66cded%22	https://themesflat.com/html/kababi/assets/img/flat-tab/img8ourmenu.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/flat-tab/img8ourmenu.png	(from https://themesflat.com/html/kababi/our-menu2.html)
14:54:56	108014/108014	---M--	200	added ('OK')	image/jpeg	etag:%221a5ee-5ceaba6c3132a%22	https://themesflat.com/html/kababi/assets/img/banner/img1Reservation.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/banner/img1Reservation.jpg	(from https://themesflat.com/html/kababi/reservation.html)
14:54:57	76630/76630	---M--	200	added ('OK')	image/jpeg	etag:%2212b56-5ceaba6be1d88%22	https://themesflat.com/html/kababi/assets/img/banner/img2Reservation.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/banner/img2Reservation.jpg	(from https://themesflat.com/html/kababi/reservation.html)
14:54:58	67148/67148	---M--	200	added ('OK')	image/jpeg	etag:%221064c-5ceabae644341%22	https://themesflat.com/html/kababi/assets/img/shop/img-shop.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/shop/img-shop.jpg	(from https://themesflat.com/html/kababi/our-shop.html)
